COMM_CODE;SALES_CHANNEL;EVENT_KEY2  - BUNDLE_ID;RATE_MODEL;Rate Plan
GPRS_ACT;O2;244;Zero Partiva IVA Maxi New Giu14;Opz VF Sempre Smart Agenzie
GPRS_ACT;O2;208;Zero Partiva IVA Maxi New Giu14;Vodafone Outlook mobile Agenzie
GPRS_ACT;O2;173;Zero Partiva IVA Maxi New Giu14;Vodafone Mobile Broadband XL a Tempo Agenzie
GPRS_ACT;O2;183;Zero Partiva IVA Maxi New Giu14;"Vodafone Mobile BB XL a Tempo Int&amp;Tel Agenzie"
GPRS_ACT;O2;125;Zero Partiva IVA Maxi New Giu14;Vodafone Connect Me - agenzie 5 euro
GPRS_ACT;O2;122;Zero Partiva IVA Maxi New Giu14;Vodafone Connect 600 - agenzie 70 euro
GPRS_ACT;O2;123;Zero Partiva IVA Maxi New Giu14;Vodafone Connect 60 ore - agenzie 35 euro
GPRS_ACT;O2;119;Zero Partiva IVA Maxi New Giu14;Vodafone Connect 250 - agenzie 35 euro
GPRS_ACT;O2;167;Zero Partiva IVA Maxi New Giu14;Opzione Vodafone Mobile Broadband Large a Tempo Agenzie
GPRS_ACT;O2;168;Zero Partiva IVA Maxi New Giu14;Opzione Vodafone Mobile Broadband Large a Volume Agenzie
GPRS_ACT;O2;170;Zero Partiva IVA Maxi New Giu14;Opzione Vodafone Mobile Broadband Medium a Tempo Agenzie
GPRS_ACT;O2;171;Zero Partiva IVA Maxi New Giu14;Opzione Vodafone Mobile Broadband Medium a Volume Agenzie
GPRS_ACT;O2;174;Zero Partiva IVA Maxi New Giu14;Opzione Vodafone Mobile Broadband XL a Volume Agenzie
GPRS_ACT;O2;146;Zero Partiva IVA Maxi New Giu14;Opzione Vodafone Broadband Large a Tempo
GPRS_ACT;O2;143;Zero Partiva IVA Maxi New Giu14;Opzione Vodafone Broadband Large a Tempo Agenzie
GPRS_ACT;O2;131;Zero Partiva IVA Maxi New Giu14;Opzione Vodafone Broadband Large a Volume
GPRS_ACT;O2;152;Zero Partiva IVA Maxi New Giu14;Opzione Vodafone Broadband Large a Volume Agenzie
GPRS_ACT;O2;148;Zero Partiva IVA Maxi New Giu14;Opzione Vodafone Broadband Medium a Tempo
GPRS_ACT;O2;145;Zero Partiva IVA Maxi New Giu14;Opzione Vodafone Broadband Medium a Tempo Agenzie
GPRS_ACT;O2;151;Zero Partiva IVA Maxi New Giu14;Opzione Vodafone Broadband Medium a Volume
GPRS_ACT;O2;150;Zero Partiva IVA Maxi New Giu14;Opzione Vodafone Broadband Medium a Volume Agenzie
GPRS_ACT;O2;156;Zero Partiva IVA Maxi New Giu14;Opzione Vodafone Broadband XL a Tempo Agenzie
GPRS_ACT;O2;144;Zero Partiva IVA Maxi New Giu14;Opzione Vodafone Broadband XL a Volume Agenzie
GPRS_ACT;O2;278;Zero Partiva IVA Maxi New Giu14;Opzione VF Internet Extra Voce Agenzie
GPRS_ACT;O2;280;Zero Partiva IVA Maxi New Giu14;Opzione VF Internet Ready Voce Agenzie
GPRS_ACT;O2;279;Zero Partiva IVA Maxi New Giu14;Opzione VF Internet Speed Voce Agenzie
GPRS_ACT;O2;126;Zero Partiva IVA Maxi New Giu14;Opzione GPRS Full
GPRS_ACT;O2;128;Zero Partiva IVA Maxi New Giu14;Opzione GPRS Office
GPRS_ACT;O2;217;Zero Partiva IVA Maxi New Giu14;Opz VF MOBILE BROADBAND EXTRALARGE - Agenzie
GPRS_ACT;O2;216;Zero Partiva IVA Maxi New Giu14;Opz VF MOBILE BROADBAND LARGE - Agenzie
GPRS_ACT;O2;215;Zero Partiva IVA Maxi New Giu14;Opz VF MOBILE BROADBAND MEDIUM - Agenzie
GPRS_ACT;O2;218;Zero Partiva IVA Maxi New Giu14;Opz VF MOBILE BROADBAND TOP - Agenzie
GPRS_ACT;O2;220;Zero Partiva IVA Maxi New Giu14;Opz Broadband Tutti L - Agenzie
GPRS_ACT;O2;222;Zero Partiva IVA Maxi New Giu14;Opz Broadband Tutti TOP - Agenzie
GPRS_ACT;O2;221;Zero Partiva IVA Maxi New Giu14;Opz Broadband Tutti XL - Agenzie
GPRS_ACT;O2;32;Zero Partiva IVA Maxi New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;33;Zero Partiva IVA Maxi New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;39;Zero Partiva IVA Maxi New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;40;Zero Partiva IVA Maxi New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;53;Zero Partiva IVA Maxi New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;54;Zero Partiva IVA Maxi New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;84;Zero Partiva IVA Maxi New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;85;Zero Partiva IVA Maxi New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;86;Zero Partiva IVA Maxi New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;87;Zero Partiva IVA Maxi New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;244;Zero RAM Maxi New Giu14;Opz VF Sempre Smart Agenzie
GPRS_ACT;O2;208;Zero RAM Maxi New Giu14;Vodafone Outlook mobile Agenzie
GPRS_ACT;O2;173;Zero RAM Maxi New Giu14;Vodafone Mobile Broadband XL a Tempo Agenzie
GPRS_ACT;O2;183;Zero RAM Maxi New Giu14;"Vodafone Mobile BB XL a Tempo Int&amp;Tel Agenzie"
GPRS_ACT;O2;125;Zero RAM Maxi New Giu14;Vodafone Connect Me - agenzie 5 euro
GPRS_ACT;O2;122;Zero RAM Maxi New Giu14;Vodafone Connect 600 - agenzie 70 euro
GPRS_ACT;O2;123;Zero RAM Maxi New Giu14;Vodafone Connect 60 ore - agenzie 35 euro
GPRS_ACT;O2;119;Zero RAM Maxi New Giu14;Vodafone Connect 250 - agenzie 35 euro
GPRS_ACT;O2;167;Zero RAM Maxi New Giu14;Opzione Vodafone Mobile Broadband Large a Tempo Agenzie
GPRS_ACT;O2;168;Zero RAM Maxi New Giu14;Opzione Vodafone Mobile Broadband Large a Volume Agenzie
GPRS_ACT;O2;170;Zero RAM Maxi New Giu14;Opzione Vodafone Mobile Broadband Medium a Tempo Agenzie
GPRS_ACT;O2;171;Zero RAM Maxi New Giu14;Opzione Vodafone Mobile Broadband Medium a Volume Agenzie
GPRS_ACT;O2;174;Zero RAM Maxi New Giu14;Opzione Vodafone Mobile Broadband XL a Volume Agenzie
GPRS_ACT;O2;146;Zero RAM Maxi New Giu14;Opzione Vodafone Broadband Large a Tempo
GPRS_ACT;O2;143;Zero RAM Maxi New Giu14;Opzione Vodafone Broadband Large a Tempo Agenzie
GPRS_ACT;O2;131;Zero RAM Maxi New Giu14;Opzione Vodafone Broadband Large a Volume
GPRS_ACT;O2;152;Zero RAM Maxi New Giu14;Opzione Vodafone Broadband Large a Volume Agenzie
GPRS_ACT;O2;148;Zero RAM Maxi New Giu14;Opzione Vodafone Broadband Medium a Tempo
GPRS_ACT;O2;145;Zero RAM Maxi New Giu14;Opzione Vodafone Broadband Medium a Tempo Agenzie
GPRS_ACT;O2;151;Zero RAM Maxi New Giu14;Opzione Vodafone Broadband Medium a Volume
GPRS_ACT;O2;150;Zero RAM Maxi New Giu14;Opzione Vodafone Broadband Medium a Volume Agenzie
GPRS_ACT;O2;156;Zero RAM Maxi New Giu14;Opzione Vodafone Broadband XL a Tempo Agenzie
GPRS_ACT;O2;144;Zero RAM Maxi New Giu14;Opzione Vodafone Broadband XL a Volume Agenzie
GPRS_ACT;O2;278;Zero RAM Maxi New Giu14;Opzione VF Internet Extra Voce Agenzie
GPRS_ACT;O2;280;Zero RAM Maxi New Giu14;Opzione VF Internet Ready Voce Agenzie
GPRS_ACT;O2;279;Zero RAM Maxi New Giu14;Opzione VF Internet Speed Voce Agenzie
GPRS_ACT;O2;126;Zero RAM Maxi New Giu14;Opzione GPRS Full
GPRS_ACT;O2;128;Zero RAM Maxi New Giu14;Opzione GPRS Office
GPRS_ACT;O2;217;Zero RAM Maxi New Giu14;Opz VF MOBILE BROADBAND EXTRALARGE - Agenzie
GPRS_ACT;O2;216;Zero RAM Maxi New Giu14;Opz VF MOBILE BROADBAND LARGE - Agenzie
GPRS_ACT;O2;215;Zero RAM Maxi New Giu14;Opz VF MOBILE BROADBAND MEDIUM - Agenzie
GPRS_ACT;O2;218;Zero RAM Maxi New Giu14;Opz VF MOBILE BROADBAND TOP - Agenzie
GPRS_ACT;O2;220;Zero RAM Maxi New Giu14;Opz Broadband Tutti L - Agenzie
GPRS_ACT;O2;222;Zero RAM Maxi New Giu14;Opz Broadband Tutti TOP - Agenzie
GPRS_ACT;O2;221;Zero RAM Maxi New Giu14;Opz Broadband Tutti XL - Agenzie
GPRS_ACT;O2;32;Zero RAM Maxi New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;33;Zero RAM Maxi New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;39;Zero RAM Maxi New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;40;Zero RAM Maxi New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;53;Zero RAM Maxi New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;54;Zero RAM Maxi New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;84;Zero RAM Maxi New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;85;Zero RAM Maxi New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;86;Zero RAM Maxi New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;87;Zero RAM Maxi New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;244;Zero RAM Maxi Plus New Giu14;Opz VF Sempre Smart Agenzie
GPRS_ACT;O2;208;Zero RAM Maxi Plus New Giu14;Vodafone Outlook mobile Agenzie
GPRS_ACT;O2;173;Zero RAM Maxi Plus New Giu14;Vodafone Mobile Broadband XL a Tempo Agenzie
GPRS_ACT;O2;183;Zero RAM Maxi Plus New Giu14;"Vodafone Mobile BB XL a Tempo Int&amp;Tel Agenzie"
GPRS_ACT;O2;125;Zero RAM Maxi Plus New Giu14;Vodafone Connect Me - agenzie 5 euro
GPRS_ACT;O2;122;Zero RAM Maxi Plus New Giu14;Vodafone Connect 600 - agenzie 70 euro
GPRS_ACT;O2;123;Zero RAM Maxi Plus New Giu14;Vodafone Connect 60 ore - agenzie 35 euro
GPRS_ACT;O2;119;Zero RAM Maxi Plus New Giu14;Vodafone Connect 250 - agenzie 35 euro
GPRS_ACT;O2;167;Zero RAM Maxi Plus New Giu14;Opzione Vodafone Mobile Broadband Large a Tempo Agenzie
GPRS_ACT;O2;168;Zero RAM Maxi Plus New Giu14;Opzione Vodafone Mobile Broadband Large a Volume Agenzie
GPRS_ACT;O2;170;Zero RAM Maxi Plus New Giu14;Opzione Vodafone Mobile Broadband Medium a Tempo Agenzie
GPRS_ACT;O2;171;Zero RAM Maxi Plus New Giu14;Opzione Vodafone Mobile Broadband Medium a Volume Agenzie
GPRS_ACT;O2;174;Zero RAM Maxi Plus New Giu14;Opzione Vodafone Mobile Broadband XL a Volume Agenzie
GPRS_ACT;O2;146;Zero RAM Maxi Plus New Giu14;Opzione Vodafone Broadband Large a Tempo
GPRS_ACT;O2;143;Zero RAM Maxi Plus New Giu14;Opzione Vodafone Broadband Large a Tempo Agenzie
GPRS_ACT;O2;131;Zero RAM Maxi Plus New Giu14;Opzione Vodafone Broadband Large a Volume
GPRS_ACT;O2;152;Zero RAM Maxi Plus New Giu14;Opzione Vodafone Broadband Large a Volume Agenzie
GPRS_ACT;O2;148;Zero RAM Maxi Plus New Giu14;Opzione Vodafone Broadband Medium a Tempo
GPRS_ACT;O2;145;Zero RAM Maxi Plus New Giu14;Opzione Vodafone Broadband Medium a Tempo Agenzie
GPRS_ACT;O2;151;Zero RAM Maxi Plus New Giu14;Opzione Vodafone Broadband Medium a Volume
GPRS_ACT;O2;150;Zero RAM Maxi Plus New Giu14;Opzione Vodafone Broadband Medium a Volume Agenzie
GPRS_ACT;O2;156;Zero RAM Maxi Plus New Giu14;Opzione Vodafone Broadband XL a Tempo Agenzie
GPRS_ACT;O2;144;Zero RAM Maxi Plus New Giu14;Opzione Vodafone Broadband XL a Volume Agenzie
GPRS_ACT;O2;278;Zero RAM Maxi Plus New Giu14;Opzione VF Internet Extra Voce Agenzie
GPRS_ACT;O2;280;Zero RAM Maxi Plus New Giu14;Opzione VF Internet Ready Voce Agenzie
GPRS_ACT;O2;279;Zero RAM Maxi Plus New Giu14;Opzione VF Internet Speed Voce Agenzie
GPRS_ACT;O2;126;Zero RAM Maxi Plus New Giu14;Opzione GPRS Full
GPRS_ACT;O2;128;Zero RAM Maxi Plus New Giu14;Opzione GPRS Office
GPRS_ACT;O2;217;Zero RAM Maxi Plus New Giu14;Opz VF MOBILE BROADBAND EXTRALARGE - Agenzie
GPRS_ACT;O2;216;Zero RAM Maxi Plus New Giu14;Opz VF MOBILE BROADBAND LARGE - Agenzie
GPRS_ACT;O2;215;Zero RAM Maxi Plus New Giu14;Opz VF MOBILE BROADBAND MEDIUM - Agenzie
GPRS_ACT;O2;218;Zero RAM Maxi Plus New Giu14;Opz VF MOBILE BROADBAND TOP - Agenzie
GPRS_ACT;O2;220;Zero RAM Maxi Plus New Giu14;Opz Broadband Tutti L - Agenzie
GPRS_ACT;O2;222;Zero RAM Maxi Plus New Giu14;Opz Broadband Tutti TOP - Agenzie
GPRS_ACT;O2;221;Zero RAM Maxi Plus New Giu14;Opz Broadband Tutti XL - Agenzie
GPRS_ACT;O2;32;Zero RAM Maxi Plus New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;33;Zero RAM Maxi Plus New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;39;Zero RAM Maxi Plus New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;40;Zero RAM Maxi Plus New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;53;Zero RAM Maxi Plus New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;54;Zero RAM Maxi Plus New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;84;Zero RAM Maxi Plus New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;85;Zero RAM Maxi Plus New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;86;Zero RAM Maxi Plus New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;87;Zero RAM Maxi Plus New Giu14;Attivazione Servizio GPRS
GPRS_ACT;O2;294;Zero Partiva IVA Maxi New Giu14;Opz VF internet speed Flat 4G Agenzie
GPRS_ACT;O2;294;Zero RAM Maxi New Giu14;Opz VF internet speed Flat 4G Agenzie
GPRS_ACT;O2;294;Zero RAM Maxi Plus New Giu14;Opz VF internet speed Flat 4G Agenzie
